city,corridor,month,congestion_index,avg_speed_kmph,incidents
Kolkata,Ring Road,2019-05,47.4,40.9,15
Kolkata,Ring Road,2019-06,52.1,41.4,25
Kolkata,Ring Road,2019-07,47,39.6,20
Kolkata,Ring Road,2019-08,47.8,36.7,22
Kolkata,Ring Road,2019-09,57.6,32.6,23
Kolkata,Ring Road,2019-10,60.1,32.6,17
Kolkata,Ring Road,2019-11,57,33.7,22
Kolkata,Ring Road,2019-12,56.4,33.8,28
Kolkata,Ring Road,2020-01,61,32,25
Kolkata,Ring Road,2020-02,52.6,35.5,8
Kolkata,Ring Road,2020-03,53.6,35.8,16
Kolkata,Ring Road,2020-04,53.4,38.5,15
Kolkata,Ring Road,2020-05,48.3,39.1,21
Kolkata,Ring Road,2020-06,49.2,35,22
Kolkata,Ring Road,2020-07,47.5,38.2,17
Kolkata,Ring Road,2020-08,56.1,30.7,16
Kolkata,Ring Road,2020-09,51.4,35.4,12
Kolkata,Ring Road,2020-10,57,34.6,10
Kolkata,Ring Road,2020-11,54.2,35.3,15
Kolkata,Ring Road,2020-12,61.8,32.1,21
Kolkata,Ring Road,2021-01,61.7,32.6,22
Kolkata,Ring Road,2021-02,59.6,32.6,14
Kolkata,Ring Road,2021-03,58.8,35.9,23
Kolkata,Ring Road,2021-04,56.5,36.2,20
Kolkata,Ring Road,2021-05,52.4,40.6,14
Kolkata,Ring Road,2021-06,48.6,38.1,14
Kolkata,Ring Road,2021-07,48.6,38.3,20
Kolkata,Ring Road,2021-08,57,32.5,22
Kolkata,Ring Road,2021-09,55.4,36,22
Kolkata,Ring Road,2021-10,57.4,33.9,10
Kolkata,Ring Road,2021-11,61.3,31.6,12
Kolkata,Ring Road,2021-12,58.5,34.1,19
Kolkata,Ring Road,2022-01,60.3,33.2,22
Kolkata,Ring Road,2022-02,55.6,33.8,19
Kolkata,Ring Road,2022-03,52.4,39.4,17
Kolkata,Ring Road,2022-04,51.7,35.8,22
Kolkata,Ring Road,2022-05,48.2,37.4,23
Kolkata,Ring Road,2022-06,52.4,40.4,14
Kolkata,Ring Road,2022-07,49.1,38.6,23
Kolkata,Ring Road,2022-08,56.6,37,19
Kolkata,Ring Road,2022-09,58.8,35.6,27
Kolkata,Ring Road,2022-10,55.5,36.5,23
Kolkata,Ring Road,2022-11,79.1,18.9,39
Kolkata,Ring Road,2022-12,60.9,37.1,23
Kolkata,Ring Road,2023-01,59.1,35.1,25
Kolkata,Ring Road,2023-02,57.6,36,26
Kolkata,Ring Road,2023-03,59.4,34.5,21
Kolkata,Ring Road,2023-04,56.6,30.1,14
Kolkata,Ring Road,2023-05,51,39.4,9
Kolkata,Ring Road,2023-06,54.5,38.7,22
Kolkata,Ring Road,2023-07,55.8,32.2,13
Kolkata,Ring Road,2023-08,58.3,32.4,14
Kolkata,Ring Road,2023-09,58.3,33.2,15
Kolkata,Ring Road,2023-10,56.5,33.2,25
Kolkata,Ring Road,2023-11,59.7,33.3,9
Kolkata,Ring Road,2023-12,61.4,32.1,10
Kolkata,Ring Road,2024-01,60.8,30.7,28
Kolkata,Ring Road,2024-02,62.6,35.8,24
Kolkata,Ring Road,2024-03,58.5,36.5,15
Kolkata,Ring Road,2024-04,51.3,33.6,25
Kolkata,Ring Road,2024-05,52.5,34.2,10
Kolkata,Ring Road,2024-06,49.7,37.7,15
Kolkata,Ring Road,2024-07,53.7,34.1,9
Kolkata,Ring Road,2024-08,73,27.1,18
Kolkata,Ring Road,2024-09,53.9,40,20
Kolkata,Ring Road,2024-10,62.1,33.3,14
Kolkata,Ring Road,2024-11,61.9,31.3,24
Kolkata,Ring Road,2024-12,61.9,34.7,26
Kolkata,Ring Road,2025-01,58,35.2,26
Kolkata,Ring Road,2025-02,57.7,34.4,20
Kolkata,Ring Road,2025-03,60.8,35,24
Kolkata,Ring Road,2025-04,57.8,37.7,16
Kolkata,Ring Road,2025-05,55.8,36.1,27
Kolkata,Ring Road,2025-06,50.6,36,10
Kolkata,Ring Road,2025-07,55.2,33.7,9
Kolkata,Ring Road,2025-08,55.8,39,18
Kolkata,Ring Road,2025-09,60.8,31.5,10
Kolkata,Ring Road,2025-10,63,33.9,28
Kolkata,Ring Road,2025-11,65.1,29.4,31
Kolkata,Ring Road,2025-12,61.2,32.6,10
Kolkata,Airport Expressway,2019-01,65.8,28.7,22
Kolkata,Airport Expressway,2019-02,60.3,30.2,18
Kolkata,Airport Expressway,2019-03,57.5,34.1,26
Kolkata,Airport Expressway,2019-04,61.4,31.4,19
Kolkata,Airport Expressway,2019-05,52.7,35,16
Kolkata,Airport Expressway,2019-06,58.4,32.5,23
Kolkata,Airport Expressway,2019-07,55.1,32.7,17
Kolkata,Airport Expressway,2019-08,59.1,32.9,20
Kolkata,Airport Expressway,2019-09,64.2,37.3,22
Kolkata,Airport Expressway,2019-10,63.8,32.4,11
Kolkata,Airport Expressway,2019-11,63,37.1,23
Kolkata,Airport Expressway,2019-12,69.7,29.9,17
Kolkata,Airport Expressway,2020-01,60.1,33.3,21
Kolkata,Airport Expressway,2020-02,63.6,29.2,11
Kolkata,Airport Expressway,2020-03,63.4,33.2,15
Kolkata,Airport Expressway,2020-04,61.9,32.9,23
Kolkata,Airport Expressway,2020-05,55.9,36,28
Kolkata,Airport Expressway,2020-06,56,36.6,21
Kolkata,Airport Expressway,2020-07,57.6,32.6,9
Kolkata,Airport Expressway,2020-08,62,31.6,26
Kolkata,Airport Expressway,2020-09,58.6,36.2,17
Kolkata,Airport Expressway,2020-10,67.7,29.5,32
Kolkata,Airport Expressway,2020-11,62,31.5,28
Kolkata,Airport Expressway,2020-12,63.9,33.8,10
Kolkata,Airport Expressway,2021-01,63.6,33,24
Kolkata,Airport Expressway,2021-02,64.5,32.9,19
Kolkata,Airport Expressway,2021-03,63.2,29.7,29
Kolkata,Airport Expressway,2021-04,62.1,35.1,26
Kolkata,Airport Expressway,2021-05,60.8,31.5,27
Kolkata,Airport Expressway,2021-06,60.6,31.3,29
Kolkata,Airport Expressway,2021-07,57.7,38.9,22
Kolkata,Airport Expressway,2021-08,58.2,30.8,26
Kolkata,Airport Expressway,2021-09,63.6,32.4,25
Kolkata,Airport Expressway,2021-10,63,33.3,23
Kolkata,Airport Expressway,2021-11,61.6,34.5,27
Kolkata,Airport Expressway,2021-12,65.7,28.7,16
Kolkata,Airport Expressway,2022-01,67,29.9,33
Kolkata,Airport Expressway,2022-02,68.5,30.1,29
Kolkata,Airport Expressway,2022-03,61,33.9,20
Kolkata,Airport Expressway,2022-04,64.1,29.7,29
Kolkata,Airport Expressway,2022-05,61.7,32.8,12
Kolkata,Airport Expressway,2022-06,57.9,34.3,17
Kolkata,Airport Expressway,2022-07,60.3,32.3,23
Kolkata,Airport Expressway,2022-08,60.4,27,19
Kolkata,Airport Expressway,2022-09,60.9,29.7,21
Kolkata,Airport Expressway,2022-10,63.3,36.3,19
Kolkata,Airport Expressway,2022-11,64.3,29.5,14
Kolkata,Airport Expressway,2022-12,65.2,26.2,17
Kolkata,Airport Expressway,2023-01,68.1,28.1,32
Kolkata,Airport Expressway,2023-02,65.7,32.4,29
Kolkata,Airport Expressway,2023-03,63,28.7,14
Kolkata,Airport Expressway,2023-04,62.6,30.9,17
Kolkata,Airport Expressway,2023-05,54.7,35.5,27
Kolkata,Airport Expressway,2023-06,56.6,34.2,21
Kolkata,Airport Expressway,2023-07,58,32.9,28
Kolkata,Airport Expressway,2023-08,57.1,33.4,15
Kolkata,Airport Expressway,2023-09,68.1,30.4,33
Kolkata,Airport Expressway,2023-10,67.3,28.8,28
Kolkata,Airport Expressway,2023-11,63.5,32.4,18
Kolkata,Airport Expressway,2023-12,74.1,27.5,20
Kolkata,Airport Expressway,2024-01,64.5,29.8,31
Kolkata,Airport Expressway,2024-02,67.7,31.1,25
Kolkata,Airport Expressway,2024-03,68.4,27.8,25
Kolkata,Airport Expressway,2024-04,62.6,34.6,21
Kolkata,Airport Expressway,2024-05,62.7,28,23
Kolkata,Airport Expressway,2024-06,59.9,31,26
Kolkata,Airport Expressway,2024-07,60.7,33,25
Kolkata,Airport Expressway,2024-08,64.4,29.2,28
Kolkata,Airport Expressway,2024-09,61.4,33.3,23
Kolkata,Airport Expressway,2024-10,65.3,30.9,15
Kolkata,Airport Expressway,2024-11,70.3,29.7,22
Kolkata,Airport Expressway,2024-12,70.6,25.8,26
Kolkata,Airport Expressway,2025-01,69.7,29.1,11
Kolkata,Airport Expressway,2025-02,64.5,30.5,13
Kolkata,Airport Expressway,2025-03,68,31.4,28
Kolkata,Airport Expressway,2025-04,65.7,29.3,20
Kolkata,Airport Expressway,2025-05,64.6,28.6,26
Kolkata,Airport Expressway,2025-06,58.4,37.1,14
Kolkata,Airport Expressway,2025-07,60,36.4,24
Kolkata,Airport Expressway,2025-08,61.4,34.2,30
Kolkata,Airport Expressway,2025-09,63,30.7,10
Kolkata,Airport Expressway,2025-10,64.8,29.3,24
Kolkata,Airport Expressway,2025-11,70.3,28.7,31
Kolkata,Airport Expressway,2025-12,67.3,26.5,16
Kolkata,Old City Arterial,2019-01,59.3,33.9,22
Kolkata,Old City Arterial,2019-02,55,35.5,15
Kolkata,Old City Arterial,2019-03,58.1,34.6,28
Kolkata,Old City Arterial,2019-04,56.9,32.6,12
Kolkata,Old City Arterial,2019-05,51.8,37.3,16
Kolkata,Old City Arterial,2019-06,49.6,38.6,23
Kolkata,Old City Arterial,2019-07,55.4,37.8,20
Kolkata,Old City Arterial,2019-08,51,37.7,8
Kolkata,Old City Arterial,2019-09,52.9,33.4,17
Kolkata,Old City Arterial,2019-10,57.9,35,15
Kolkata,Old City Arterial,2019-11,56.1,35.5,13
Kolkata,Old City Arterial,2019-12,64.1,32.6,11
Kolkata,Old City Arterial,2020-01,56.8,32.8,18
Kolkata,Old City Arterial,2020-02,60,36.1,10
Kolkata,Old City Arterial,2020-03,52.8,35.1,17
Kolkata,Old City Arterial,2020-04,54,37.2,20
Kolkata,Old City Arterial,2020-05,55.7,32.9,12
Kolkata,Old City Arterial,2020-06,48.9,39.3,20
Kolkata,Old City Arterial,2020-07,55.5,41.1,9
Kolkata,Old City Arterial,2020-08,54.6,35.6,8
Kolkata,Old City Arterial,2020-09,54.9,33.3,25
Kolkata,Old City Arterial,2020-10,57.8,31.9,26
Kolkata,Old City Arterial,2020-11,62.9,34.6,26
Kolkata,Old City Arterial,2020-12,61.2,31.8,29
Kolkata,Old City Arterial,2021-01,59.6,34.3,23
Kolkata,Old City Arterial,2021-02,62.3,33.9,15
Kolkata,Old City Arterial,2021-03,58.7,33.1,9
Kolkata,Old City Arterial,2021-04,55.4,36.6,25
Kolkata,Old City Arterial,2021-05,54.8,35.5,11
Kolkata,Old City Arterial,2021-06,56.9,35.8,18
Kolkata,Old City Arterial,2021-07,56.3,35.7,27
Kolkata,Old City Arterial,2021-08,66.6,30.2,16
Kolkata,Old City Arterial,2021-09,58.8,29.3,22
Kolkata,Old City Arterial,2021-10,57.6,34.8,20
Kolkata,Old City Arterial,2021-11,58.6,34.2,15
Kolkata,Old City Arterial,2021-12,63.9,32.1,21
Kolkata,Old City Arterial,2022-01,60.4,31.2,25
Kolkata,Old City Arterial,2022-02,62.6,32.7,11
Kolkata,Old City Arterial,2022-03,58.5,29.6,13
Kolkata,Old City Arterial,2022-04,54.3,35.5,10
Kolkata,Old City Arterial,2022-05,51.2,36.8,21
Kolkata,Old City Arterial,2022-06,51.4,38.2,19
Kolkata,Old City Arterial,2022-07,54.7,37.8,20
Kolkata,Old City Arterial,2022-08,53.5,35.7,19
Kolkata,Old City Arterial,2022-09,56.5,36.5,20
Kolkata,Old City Arterial,2022-10,58.8,32.1,11
Kolkata,Old City Arterial,2022-11,67.3,28.7,23
Kolkata,Old City Arterial,2022-12,62.1,31.7,17
Kolkata,Old City Arterial,2023-01,66.5,31.9,27
Kolkata,Old City Arterial,2023-02,57.7,35,14
Kolkata,Old City Arterial,2023-03,63.5,32.2,19
Kolkata,Old City Arterial,2023-04,54.1,41.4,15
Kolkata,Old City Arterial,2023-05,52.7,39.3,19
Kolkata,Old City Arterial,2023-06,75,25.5,33
Kolkata,Old City Arterial,2023-07,73.1,26.4,27
Kolkata,Old City Arterial,2023-08,60.2,36.2,23
Kolkata,Old City Arterial,2023-09,60.5,29,17
Kolkata,Old City Arterial,2023-10,59,33.1,26
Kolkata,Old City Arterial,2023-11,61.5,34.8,26
Kolkata,Old City Arterial,2023-12,62.4,34.2,14
Kolkata,Old City Arterial,2024-01,61,35.5,18
Kolkata,Old City Arterial,2024-02,65.9,32,24
Kolkata,Old City Arterial,2024-03,64.5,31.3,24
Kolkata,Old City Arterial,2024-04,56.5,34.4,8
Kolkata,Old City Arterial,2024-05,55.4,36.1,22
Kolkata,Old City Arterial,2024-06,52,37.6,14
Kolkata,Old City Arterial,2024-07,53.4,33.3,16
Kolkata,Old City Arterial,2024-08,54.9,34.9,20
Kolkata,Old City Arterial,2024-09,62.2,30.9,23
Kolkata,Old City Arterial,2024-10,60.6,33.3,29
Kolkata,Old City Arterial,2024-11,66,33.8,17
Kolkata,Old City Arterial,2024-12,70.3,24.3,21
Kolkata,Old City Arterial,2025-01,64.4,33.2,30
Kolkata,Old City Arterial,2025-02,62.6,29.9,14
Kolkata,Old City Arterial,2025-03,65.1,30.3,19
Kolkata,Old City Arterial,2025-04,55.5,37.9,14
Kolkata,Old City Arterial,2025-05,57.5,31.4,26
Kolkata,Old City Arterial,2025-06,56.4,34.9,16
Kolkata,Old City Arterial,2025-07,56.1,35.8,19
Kolkata,Old City Arterial,2025-08,60.9,35,24
Kolkata,Old City Arterial,2025-09,66.1,27.9,20
Kolkata,Old City Arterial,2025-10,64.3,30.6,20
Kolkata,Old City Arterial,2025-11,64.3,27.2,26
Kolkata,Old City Arterial,2025-12,68.8,27.4,14
