district,month,calls,avg_response_min,p90_response_min,vehicles,hotspot_index
Udaipur,2020-02,2248,10.8,20.6,43,46
Udaipur,2020-03,2110,14.4,23.7,43,39.7
Udaipur,2020-04,2210,12.8,22.6,43,34.5
Udaipur,2020-05,2141,11,21,43,35
Udaipur,2020-06,2458,12.3,22.4,43,55.8
Udaipur,2020-07,2357,13.1,22.2,43,50.9
Udaipur,2020-08,2494,13.1,21.2,43,42.3
Udaipur,2020-09,2552,11.7,18.7,43,43.1
Udaipur,2020-10,2426,14.5,24.9,43,38.1
Udaipur,2020-11,2464,13,22.8,43,37
Udaipur,2020-12,2317,11.1,19.2,43,48.4
Udaipur,2021-01,2155,14.3,22.5,43,43.5
Udaipur,2021-02,2263,12.4,24,43,49.2
Udaipur,2021-03,2205,10.4,16.9,43,38
Udaipur,2021-04,2227,12.8,23.5,43,47.7
Udaipur,2021-05,2353,10.1,17.7,43,38.5
Udaipur,2021-06,2399,13.9,23.4,43,55.8
Udaipur,2021-07,2468,13.3,20.9,44,55.9
Udaipur,2021-08,2674,12.6,20.4,44,57.1
Udaipur,2021-09,2766,13.9,26.5,44,52.4
Udaipur,2021-10,2615,10.6,18.2,44,47.9
Udaipur,2021-11,2401,13.6,22.2,44,41.2
Udaipur,2021-12,2385,12.5,24,44,34.2
Udaipur,2022-01,2182,11.9,21.5,44,42.4
Udaipur,2022-02,2334,13.1,25.4,44,41.7
Udaipur,2022-03,2128,11,18.7,44,38.4
Udaipur,2022-04,2202,11,17.1,44,34.5
Udaipur,2022-05,2210,13.5,24.5,44,39.4
Udaipur,2022-06,2457,11.9,20.7,44,37.9
Udaipur,2022-07,2696,12.2,19.8,44,41.6
Udaipur,2022-08,2709,13.9,21.9,44,43.3
Udaipur,2022-09,2597,12.9,22.6,44,45.1
Udaipur,2022-10,2493,13.7,23.1,44,54.3
Udaipur,2022-11,2608,13.9,22.2,44,38.7
Udaipur,2022-12,2568,11.9,23.2,44,37.9
Udaipur,2023-01,2334,11.3,19.8,44,49
Udaipur,2023-02,2323,14.2,26.2,44,45.4
Udaipur,2023-03,2182,9.5,17.5,44,44.5
Udaipur,2023-04,2332,13.3,23.3,44,33.8
Udaipur,2023-05,2259,12.8,20.5,44,33.9
Udaipur,2023-06,2351,11.7,22.4,44,42.2
Udaipur,2023-07,2749,14.3,22.9,44,55.7
Udaipur,2023-08,2567,12.8,21.8,44,38.8
Udaipur,2023-09,2711,11.4,22,44,46.8
Udaipur,2023-10,2771,13.2,24.4,44,52.8
Udaipur,2023-11,2698,14.4,24.5,44,40.2
Udaipur,2023-12,2405,12.6,22.7,44,52.1
Udaipur,2024-01,2291,11.4,17.7,45,35.6
Udaipur,2024-02,2283,12.6,22.5,45,43.3
Udaipur,2024-03,2190,12.7,19.8,45,41.7
Udaipur,2024-04,2190,13.1,24.7,45,51.2
Udaipur,2024-05,2406,13.2,21.4,45,44.8
Udaipur,2024-06,2589,13,24.3,45,45.1
Udaipur,2024-07,2593,13.2,20.9,45,56.8
Udaipur,2024-08,2712,12.4,19.8,45,38.7
Udaipur,2024-09,2868,12,23,45,47.9
Udaipur,2024-10,2761,14,26.7,45,47.4
Udaipur,2024-11,2800,12.1,18.8,45,55.6
Udaipur,2024-12,2656,15,26.3,45,57.4
Udaipur,2025-01,2294,11.8,18.7,45,45.1
Udaipur,2025-02,2305,12.5,21.1,45,47.1
Udaipur,2025-03,2309,13.1,21.1,45,48.6
Udaipur,2025-04,2388,11.7,22.7,45,46.1
Udaipur,2025-05,2403,13.6,22,45,40.4
Udaipur,2025-06,2456,15.4,28.1,45,40.8
Udaipur,2025-07,2618,13.7,23.7,45,40.1
Udaipur,2025-08,2808,13.8,23.9,45,47
Udaipur,2025-09,2846,16,26.6,45,48.4
Udaipur,2025-10,2917,12.1,18.9,45,46.2
Udaipur,2025-11,2620,14.9,25.8,45,40.2
Udaipur,2025-12,2610,13.7,22.5,45,47.7
Lucknow,2019-01,3376,10.1,17.3,70,50.9
Lucknow,2019-02,3434,10.2,18,70,43.3
Lucknow,2019-03,3270,11.7,22.5,70,41.5
Lucknow,2019-04,3472,11.8,18.9,70,49.7
Lucknow,2019-05,3392,10.4,19.2,70,39.3
Lucknow,2019-06,3731,25.1,47.1,70,36
Lucknow,2019-07,3932,13.2,22.2,70,42.5
Lucknow,2019-08,3844,12.7,23.6,70,48.4
Lucknow,2019-09,3945,12.2,22.7,70,35.4
Lucknow,2019-10,3900,11.7,21.9,70,55
Lucknow,2019-11,3741,14.1,27.5,70,47.1
Lucknow,2019-12,3538,11.6,19.2,70,48.3
Lucknow,2020-01,3336,11.7,19.3,70,37.1
Lucknow,2020-02,3341,12.6,22.8,70,43.2
Lucknow,2020-03,3436,11.5,18.7,70,41.6
Lucknow,2020-04,3199,11,19.6,70,38.6
Lucknow,2020-05,3501,10.8,17.9,70,30.9
Lucknow,2020-06,3835,12,22.3,70,39.2
Lucknow,2020-07,4033,11.8,22.3,70,57
Lucknow,2020-08,3995,12.1,21.4,70,39.6
Lucknow,2020-09,4030,14.2,27.2,70,45.5
Lucknow,2020-10,4084,12.2,23,70,47.5
Lucknow,2020-11,3997,12.5,23.4,70,47.7
Lucknow,2020-12,3734,13,21.2,70,42.6
Lucknow,2021-01,3387,12,19.1,70,36.6
Lucknow,2021-02,3361,12.9,25.1,70,32.1
Lucknow,2021-03,3602,12.6,19.9,70,34.1
Lucknow,2021-04,3244,13.4,21.5,70,40.1
Lucknow,2021-05,3545,13.6,22.7,70,52.5
Lucknow,2021-06,3534,12.7,24,70,41.8
Lucknow,2021-07,3938,11,20.1,71,53.7
Lucknow,2021-08,3825,13.6,24.8,71,51.4
Lucknow,2021-09,4298,10.9,21,71,48.5
Lucknow,2021-10,4200,11.8,22.9,71,42.6
Lucknow,2021-11,4066,12.8,20.7,71,43.3
Lucknow,2021-12,3620,11.1,20.9,71,51.9
Lucknow,2022-01,3535,13.5,22,71,48.1
Lucknow,2022-02,3675,12.9,25,71,39.3
Lucknow,2022-03,3338,11.8,22.1,71,39.3
Lucknow,2022-04,3451,11.5,21.8,71,50.3
Lucknow,2022-05,3846,12.4,23.7,71,51.3
Lucknow,2022-06,3670,12.2,22.3,71,47
Lucknow,2022-07,4129,12.4,22.7,71,51.6
Lucknow,2022-08,4221,13.6,21.1,71,51.6
Lucknow,2022-09,4295,13.1,20.3,71,54.8
Lucknow,2022-10,3964,13,24.8,71,35.9
Lucknow,2022-11,4083,14.2,23.7,71,47.7
Lucknow,2022-12,3839,13.4,24.6,71,48.9
Lucknow,2023-01,3754,12.8,21.7,71,44.6
Lucknow,2023-02,3619,13.1,20.8,71,46.6
Lucknow,2023-03,3538,14.2,24.2,71,40
Lucknow,2023-04,3791,12.1,22.8,71,33.1
Lucknow,2023-05,3721,12.6,23.5,71,42.4
Lucknow,2023-06,3731,13.9,23.6,71,50.8
Lucknow,2023-07,3913,12.2,22.1,71,50.9
Lucknow,2023-08,3975,14.9,26.4,71,35.9
Lucknow,2023-09,4192,10,16.2,71,53.6
Lucknow,2023-10,4017,14.3,24.1,71,43.6
Lucknow,2023-11,3929,9.7,16.1,71,41.3
Lucknow,2023-12,4056,11.8,21.2,71,36.9
Lucknow,2024-01,3699,11.7,20.1,72,50.4
Lucknow,2024-02,3580,10.6,17.1,72,50
Lucknow,2024-03,3481,11.5,19.9,72,33.8
Lucknow,2024-04,3719,13.1,22.5,72,34.9
Lucknow,2024-05,3846,13.3,22.3,72,48.5
Lucknow,2024-06,3938,10.9,20.9,72,48.7
Lucknow,2024-07,4113,14.1,27.1,72,52.3
Lucknow,2024-08,4477,14.1,24,72,41.4
Lucknow,2024-09,4182,11.8,20.3,72,50.8
Lucknow,2024-10,4417,14.1,22,72,49.1
Lucknow,2024-11,4142,14,23.7,72,50.8
Lucknow,2024-12,3954,12.7,19.9,72,45.4
Lucknow,2025-01,3655,11.1,20.5,72,52.3
Lucknow,2025-02,3771,12.9,21.5,72,37.4
Lucknow,2025-03,3471,12.7,19.9,72,30.7
Lucknow,2025-04,3530,11.5,18.3,72,48.8
Lucknow,2025-05,3681,10.6,16.8,72,43.1
Lucknow,2025-06,4264,13.8,24.5,72,53
Lucknow,2025-07,4086,14.2,26.4,72,49.3
Lucknow,2025-08,4134,10.9,21.1,72,47.7
Lucknow,2025-09,4531,12,22.2,72,50.3
Lucknow,2025-10,4277,11.9,19,72,37.9
Lucknow,2025-11,4306,13.4,24.5,72,57.2
Lucknow,2025-12,4131,12.3,19.2,72,48.7
Varanasi,2019-01,4866,13.3,24.4,74,49.2
Varanasi,2019-02,4686,11.8,22.1,74,43.7
Varanasi,2019-03,4735,13,22.8,74,58.2
Varanasi,2019-04,4891,15.2,26.7,74,43.3
Varanasi,2019-05,5369,11,17.3,74,57.8
Varanasi,2019-06,5588,12.9,22,74,65.2
Varanasi,2019-07,5389,14.2,22.3,74,64
Varanasi,2019-08,5580,12.9,20.4,74,59
Varanasi,2019-09,5829,15.1,27.8,74,69.4
Varanasi,2019-10,6169,14.1,22.9,74,56.4
Varanasi,2019-11,5390,13,22.8,74,53.5
Varanasi,2019-12,5791,13.3,23.6,74,54.8
Varanasi,2020-01,5419,14.9,28.7,74,62.6
Varanasi,2020-02,5281,13.3,22.1,74,63.8
Varanasi,2020-03,4855,12.6,21.9,74,51.9
Varanasi,2020-04,4886,12.2,23.7,74,41.4
Varanasi,2020-05,5328,13.7,26.3,74,63.5
Varanasi,2020-06,5748,21.8,41.2,74,54.1
Varanasi,2020-07,6080,15.5,25.5,74,61.8
Varanasi,2020-08,5977,20,34.2,74,69
Varanasi,2020-09,5763,14.2,26.7,74,53.9
Varanasi,2020-10,5864,13.4,25.7,74,64
Varanasi,2020-11,5514,14.6,27.3,74,59.5
Varanasi,2020-12,5698,15.9,31,74,58.6
Varanasi,2021-01,5162,12.4,19.8,74,50.3
Varanasi,2021-02,5266,13.5,23.7,74,53.6
Varanasi,2021-03,5052,13.2,22.8,74,49
Varanasi,2021-04,5448,16.1,27.9,74,54.8
Varanasi,2021-05,5507,14.9,25.3,74,63.9
Varanasi,2021-06,5527,15.7,27.9,74,58.9
Varanasi,2021-07,5697,12,18.9,75,55.5
Varanasi,2021-08,6306,12.1,20.2,75,63
Varanasi,2021-09,5918,14.4,27.2,75,70.2
Varanasi,2021-10,6412,15.6,24.6,75,58
Varanasi,2021-11,5923,13.8,22.5,75,67.6
Varanasi,2021-12,5608,15.3,26.5,75,56.2
Varanasi,2022-01,5408,12.6,21.8,75,55.3
Varanasi,2022-02,5335,13.1,20.8,75,46.5
Varanasi,2022-03,5362,13.5,25,75,59.1
Varanasi,2022-04,5420,14.6,25.7,75,61
Varanasi,2022-05,5678,13.8,25.1,75,63.5
Varanasi,2022-06,5564,13.4,25.8,75,58.5
Varanasi,2022-07,5745,13.6,25.9,75,67.2
Varanasi,2022-08,6171,14.1,22.6,75,56.6
Varanasi,2022-09,6477,15,26.6,75,57.4
Varanasi,2022-10,5997,13.3,25.9,75,52.5
Varanasi,2022-11,5805,13.7,22.6,75,65.1
Varanasi,2022-12,5935,15.1,27.8,75,55.8
Varanasi,2023-01,5499,13.8,24,75,60.9
Varanasi,2023-02,5114,12.5,20.3,75,48.7
Varanasi,2023-03,5251,13.2,20.7,75,44.7
Varanasi,2023-04,5641,14.7,26,75,60.5
Varanasi,2023-05,5550,13.6,24,75,59.7
Varanasi,2023-06,5715,14.9,27.2,75,58.9
Varanasi,2023-07,5963,13.6,25.3,75,56.2
Varanasi,2023-08,6540,15.5,27.7,75,63.6
Varanasi,2023-09,6194,15.8,30.8,75,62.1
Varanasi,2023-10,6179,13.8,25.7,75,66.6
Varanasi,2023-11,6499,15.8,30,75,66.2
Varanasi,2023-12,6145,12.4,23.1,75,65.5
Varanasi,2024-01,5386,14.3,24.5,76,54.4
Varanasi,2024-02,5225,13.4,24.5,76,45.5
Varanasi,2024-03,5288,13.3,21.2,76,51
Varanasi,2024-04,5218,12.8,20.7,76,49.1
Varanasi,2024-05,5925,13.5,24.3,76,67.6
Varanasi,2024-06,5957,14.5,22.8,76,68.4
Varanasi,2024-07,6378,14,22.2,76,60.6
Varanasi,2024-08,6324,14.4,25.8,76,56
Varanasi,2024-09,6281,16.2,25.3,76,53.8
Varanasi,2024-10,6408,13.7,24.5,76,67.4
Varanasi,2024-11,6303,13.8,25.2,76,61.2
Varanasi,2024-12,5668,14.6,25,76,56.1
Varanasi,2025-01,5438,13.1,21.7,76,45.4
Varanasi,2025-02,5887,13.6,25,76,54.3
Varanasi,2025-03,5500,14.6,24.2,76,56.1
Varanasi,2025-04,5676,14,27,76,56.3
Varanasi,2025-05,6119,12.7,21,76,60.4
Varanasi,2025-06,6234,16,29.1,76,65.8
Varanasi,2025-07,6073,13.4,23.6,76,60.6
Varanasi,2025-08,6432,13,24,76,62.4
Varanasi,2025-09,6958,15.7,24.8,76,65
Varanasi,2025-10,6437,14.7,24,76,55.6
Varanasi,2025-11,6646,14.9,26.3,76,61.3
Varanasi,2025-12,6057,14.1,23.1,76,66.4
Gorakhpur,2019-01,4705,15.2,23.7,66,54.4
Gorakhpur,2019-02,4366,11.8,18.8,66,53.2
Gorakhpur,2019-03,4572,12.9,23.8,66,47.5
Gorakhpur,2019-04,4520,14.2,23.3,66,56.7
Gorakhpur,2019-05,4991,13.8,22.9,66,52.4
Gorakhpur,2019-06,5074,15.4,27.4,66,65.3
Gorakhpur,2019-07,5448,13.4,22.5,66,65.1
Gorakhpur,2019-08,5471,16.5,27.2,66,63.6
Gorakhpur,2019-09,5315,13.4,21.1,66,63.5
Gorakhpur,2019-10,5189,14.7,28.2,66,64.4
Gorakhpur,2019-11,5611,15,26.3,66,67.5
Gorakhpur,2019-12,4819,12.4,22,66,57.5
Gorakhpur,2020-01,4741,13.9,25.6,66,52.7
Gorakhpur,2020-02,4674,14,22.5,66,50.4
Gorakhpur,2020-03,4700,14.3,22.7,66,51.9
Gorakhpur,2020-04,4567,13.1,25.2,66,43.9
Gorakhpur,2020-05,5125,15.3,26.2,66,60.6
Gorakhpur,2020-06,5359,14.3,24.4,66,54.3
Gorakhpur,2020-07,5169,13.6,26.5,66,51.5
Gorakhpur,2020-08,5352,13.6,26.2,66,64.7
Gorakhpur,2020-09,5769,14.8,23,66,59
Gorakhpur,2020-10,5681,14,25.1,66,73
Gorakhpur,2020-11,5554,14.7,27.2,66,55.9
Gorakhpur,2020-12,4878,14.4,26.4,66,54.8
Gorakhpur,2021-01,5102,13.7,24.7,66,57.1
Gorakhpur,2021-02,4963,13.9,25.8,66,55.7
Gorakhpur,2021-03,4488,13.2,22,66,48.7
Gorakhpur,2021-04,4550,13.9,26.1,66,47.8
Gorakhpur,2021-05,4865,12.1,23.2,66,49
Gorakhpur,2021-06,5270,17.1,30.5,66,55
Gorakhpur,2021-07,5445,14.2,25.3,67,70.2
Gorakhpur,2021-08,5382,15.5,25.7,67,53.2
Gorakhpur,2021-09,5846,14.1,22,67,68.9
Gorakhpur,2021-10,6001,12.8,21.7,67,70
Gorakhpur,2021-11,5363,13.3,22.9,67,69.6
Gorakhpur,2021-12,5278,12.3,22,67,65.4
Gorakhpur,2022-01,5316,14.6,25,67,64.7
Gorakhpur,2022-02,5126,14.3,24.6,67,61.7
Gorakhpur,2022-03,4893,15.7,30.4,67,51.2
Gorakhpur,2022-04,5108,13.5,21.9,67,63.4
Gorakhpur,2022-05,4953,13.1,24.9,67,63.8
Gorakhpur,2022-06,5504,16.2,29.3,67,58
Gorakhpur,2022-07,5917,13.7,26,67,55.1
Gorakhpur,2022-08,6044,16.2,29.3,67,70.5
Gorakhpur,2022-09,5910,16.1,27,67,63.1
Gorakhpur,2022-10,5825,14.4,22.5,67,61.2
Gorakhpur,2022-11,5403,14.7,28.1,67,65.1
Gorakhpur,2022-12,5620,13.6,23.9,67,57.2
Gorakhpur,2023-01,5087,13.7,26.6,67,52.8
Gorakhpur,2023-02,5053,15.4,29.1,67,58
Gorakhpur,2023-03,5197,12.5,24.3,67,56.7
Gorakhpur,2023-04,4759,14.9,24.4,67,60
Gorakhpur,2023-05,4958,15.6,27.9,67,46.4
Gorakhpur,2023-06,5634,14.7,23.4,67,68.1
Gorakhpur,2023-07,5732,15.2,29.5,67,72.9
Gorakhpur,2023-08,5651,14.6,23.8,67,58.5
Gorakhpur,2023-09,6187,16.4,27.8,67,74.9
Gorakhpur,2023-10,5739,15.4,28.7,67,71.8
Gorakhpur,2023-11,5973,15.7,25.6,67,69.4
Gorakhpur,2023-12,5741,16.6,26.8,67,69.1
Gorakhpur,2024-01,5055,13.4,22,68,59.5
Gorakhpur,2024-02,5051,14.4,25,68,53.8
Gorakhpur,2024-03,4757,12.2,22,68,56.4
Gorakhpur,2024-04,5295,14.1,26.1,68,51.3
Gorakhpur,2024-05,5487,15.5,25.6,68,70
Gorakhpur,2024-06,5815,14.9,27.5,68,60.4
Gorakhpur,2024-07,5686,16.1,31.2,68,69.4
Gorakhpur,2024-08,6126,10.9,20.4,68,64.9
Gorakhpur,2024-09,6119,15.5,28.2,68,64.7
Gorakhpur,2024-10,6168,14.8,28.8,68,63.7
Gorakhpur,2024-11,5738,13.5,22,68,74.3
Gorakhpur,2024-12,5840,15.2,26.9,68,70.8
Gorakhpur,2025-01,5115,15.4,27.9,68,49.7
Gorakhpur,2025-02,4977,13.8,26.4,68,60.7
Gorakhpur,2025-03,5282,12.4,20.2,68,59.4
Gorakhpur,2025-04,5479,14.6,26.9,68,53.7
Gorakhpur,2025-05,5291,14.9,26.8,68,60.8
Gorakhpur,2025-06,5954,18.3,30.2,68,73.9
Gorakhpur,2025-07,6178,16,29.8,68,71.6
Gorakhpur,2025-08,5962,15.6,27,68,69.5
Gorakhpur,2025-09,6050,14.4,26,68,58.6
Gorakhpur,2025-10,5833,15.8,26.2,68,56.8
Gorakhpur,2025-11,5847,24.8,38.7,68,75.3
Gorakhpur,2025-12,5739,14.2,25.2,68,59.5
